review_id,product_id,brand,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R2LVX0OMHFZX0L,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Sounds great,Hollywoody,5,I just sent back my JBL Flip because it had distortion at specific frequencies. This baby sounds great at all frequencies. Read more,"Reviewed in the United States January 9, 2025",AHCSV6WLXXA2EXLWOMLMB2FZBKEQ,FALSE,0,{}
R1VF3BHPT5C61N,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars JBL,Michael,5,They are a great value. The sound is awesome. Read more,"Reviewed in the United States January 8, 2025",AHUWZOAL676ROBBD7SRER6KYJBKA,FALSE,0,{}
R2YFCRSC298TS7,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars I love it!,William G.,5,"The sound quality is amazing, it’s easy to pair. I love it! Read more","Reviewed in the United States January 8, 2025",AGY6HYEBNUXQXEA7GPOZYZRRY3FQ,FALSE,0,{}
R1DKVIHXE9RZUS,B0D4SX9RC6,Beats by Dre,2.0 out of 5 stars Must me rejects from a real quality batch,lady b,2,This speaker must have come from failed quality control. As a toll collector I need my music . The volume is NOT 100 watts! The battery is not what they claim!1. Started charging at 11 am on a Tuesday and removed from charger before work at 5 am wed battery 90% such BS . The Tribit speaker last longer for less than over 50%! Read more,"Reviewed in the United States January 8, 2025",AH3ZDVKGDOBN2OI6CH5WLVMN3JMA,FALSE,0,{}
RLRUIVAAGZ3EN,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars A gift for my dad,Jacky K.,5,Sound quality is good. it can get pretty loud without losing on sound quality.it was a gift for my dad. he liked the gift Read more,"Reviewed in the United States January 8, 2025",AFYJOKU2NXNZ5QCVTJCRGJBFUIVA,FALSE,0,{}
R3GCEPCKHTO9XW,B0D4SX9RC6,Beats by Dre,3.0 out of 5 stars The item was damaged,Wedding Bliss,3,"The Beat Pill arrived with a noticeable bend and some dirt on it. I decided to order a replacement, which came in perfect condition. Read more","Reviewed in the United States January 8, 2025",AFZQIC6S33Z5QQRNUQ6SUL32ZNUQ,FALSE,0,{}
R1OUEI8R8TZ5VE,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars My favorite portable speaker!,Stephanie,5,I absolutely love this speaker. We bought two one for me and one for my daughter it plays music loud and clear. It connects through Bluetooth very easy Read more,"Reviewed in the United States January 7, 2025",AEJRIKVI25LJ3FBPLAE5SS4COWJA,FALSE,0,{}
R3109A6LX1X1AM,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Great speaker,Aj,5,"It has great sound quality, is so easy to carry and put in a backpack, I flew easily and was able to travel with it no problem. It fills a room but does distort slightly at max volume so I would keep it at 75% maximum for best sound. Battery also shortens at louder volumes, I've found it to last around 1 week with moderate use, but def not the 24 hours as promised. The bass is good but it sounds the best only with a wall behind it or on a flat surface pointing outwards. The controls are kinda annoying, as pairing new devices was kinda a hassle. Overall a great purchase. Read more","Reviewed in the United States January 7, 2025",AFSTC3VPPDMJGJ6TWWNOJODFLARA,FALSE,0,{}
RVNB9UH1T6VZE,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Beat speaker,Triston Spreitzer,5,I feel like this is a really good product. People say this doesn’t sound good as a Bluetooth speaker to me. It definitely sounds good when you’re playing music or I use it for gaming and it just sounds good and I can locate it if case get stolen. Read more,"Reviewed in the United States January 6, 2025",AF6F6VUNNE7EGRE3SM4XUKVB74XQ,FALSE,0,{}
R2CX7OUUXNK57E,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Great sound,Lisa VanAlstyne,5,Perfect size and great sound! Read more,"Reviewed in the United States January 6, 2025",AFLS3SF2E37EQGAYXXQQPKOGB73A,FALSE,0,{}
R1FYHDI1EEFZYS,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Excelente producto,Raquel,5,Tremendo sonido Read more,"Reviewed in the United States January 5, 2025",AGYCLM6PSJFZBFSC2HOPWC2IT44A,FALSE,0,{}
R2YS1ZEK1X1OJG,B0D4SX9RC6,Beats by Dre,4.0 out of 5 stars Turning off is a learning process.,James Sayre,4,Sound is solid. Thought maybe more volume for the buck. Had cheaper with similar sound volume maybe not clarity. Read more,"Reviewed in the United States January 5, 2025",AEVJYDEACIW5H2W55LLLWK3PN62A,FALSE,0,{}
R2QS8R9WN7B748,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Definitely an upgrade,Cameron Colyette,5,"I still have the previous gen beats pill, I have had it for over 7yrs. Considering that this pill was for $99 I pulled the trigger on this one. And on a side by side comparison, this pill is twice as loud. The lows, mids, and highs are 5/5 compared to the previous generation. I have had jbl speakers previously too, however after a few months to a year they couldn’t hold a charge. So I stuck with beats, seeing that I still have my 7yr old one that’s still kicking. Read more","Reviewed in the United States January 5, 2025",AFZTK2XZDUAXXLUG3NPV6TACIKUA,FALSE,0,{}
R2HR9J5FPE57WC,B0D4SX9RC6,Beats by Dre,5.0 out of 5 stars Delivered quick,James Hatfield,5,"I bought this for my wife, she uses daily. Works great, easy to pair and sounds great. Read more","Reviewed in the United States January 5, 2025",AHGB4HFYZ75DTSXO74A67VOFVD6Q,FALSE,0,{}
