review_id,product_id,brand,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R2QGPYSVOVZFLQ,B07594HZ6Y,Tribit,5.0 out of 5 stars You can’t go wrong with this speaker!,Omar J. Contreras,5,Great product! I’ve bought two and both work amazing. Simple price and does exactly with its suppose too. And it’s super loud too!! Read more,"Reviewed in the United States December 27, 2024",AEXJBYO2EL56BJNSFFJSZ4BUTPVA,FALSE,1,{}
R2UYJHW0RXFXMS,B07594HZ6Y,Tribit,5.0 out of 5 stars Excellent small speaker,James L Amazon Customer,5,Great small speaker Read more,"Reviewed in the United States December 26, 2024",AEML7AG4WFG62FEH7GWOKEZIUMIA,FALSE,0,{}
R3VZWG9MIYCJFC,B07594HZ6Y,Tribit,2.0 out of 5 stars WOULD NOT RECOMMEND,Neal Marcot,2,"Stopped working after about 2 yrs. Not used that much. Battery would not charge. Folks save your money and get a better quality speaker from a more reputable manufactuer. While it worked it was fine, but don't expect longevity on this one. Read more","Reviewed in the United States December 24, 2024",AF47ZHTWJOJ2D6BHRIUTIYFQJCNQ,FALSE,1,{}
R2CGI5WLPMSD4N,B07594HZ6Y,Tribit,1.0 out of 5 stars Replacement Unit Failed,Debora B. Schwartz,1,We had a Tribit XSound Go that would not connect to Bluetooth. The company send us a replacement. Now the replacement has failed - when connected to power the status light blinks red and the unit will not charge up. Do not buy - these will not last. Read more,"Reviewed in the United States December 24, 2024",AEBMIF3P3GKNFPGT3Z7ZO2N6UGJA,FALSE,3,{}
RKHSWQZJYA7XY,B07594HZ6Y,Tribit,5.0 out of 5 stars A very nice speaker,Jeff Seznak,5,I have this in my classic car.. I play my Pandora & YouTube music on it instead of getting a new after market radio.. I would recommend this to anyone.. Great sound & easy to operate & set-up. Read more,"Reviewed in the United States December 21, 2024",AHRHRNKH65GAPBID5D5VPYJ3QORQ,FALSE,1,{}
R1GKF47HRWE7ZQ,B07594HZ6Y,Tribit,5.0 out of 5 stars Amazing sound.,Laurie W.,5,I bought this for my husband and he absolutely loves it! Great sound! Read more,"Reviewed in the United States December 21, 2024",AGGSIQDJNCAYCS6VPXCM5S43JIXQ,FALSE,0,{}
R1O79OGA4HBJAU,B07594HZ6Y,Tribit,5.0 out of 5 stars Soundbox,WILLIAM A JOHNSTON,5,Works get for my shop. Better than I thought it would. I would highly recommend Read more,"Reviewed in the United States December 21, 2024",AEMAVBUA4ZMA4TSOMWJGQK7J6DNQ,FALSE,0,{}
R1X3PVKJ2QV0LY,B07594HZ6Y,Tribit,5.0 out of 5 stars Equilibrio,Esteban,5,Buen sonido y duración de batería Read more,"Reviewed in the United States December 17, 2024",AG4YFHV3ZLVIK22NAF3LQ2K6Y6AQ,FALSE,0,{}
R235W68YXBLBEN,B07594HZ6Y,Tribit,5.0 out of 5 stars Perfect,Bunny888,5,"Excellent sound quality, perfect for watching movies on the laptop. Charges easily and quickly, long play time, easy to connect. I would recommend using some bright or glow paint or marker to highlight the buttons, because they're not super easy to do by touch, and they're difficult to see. Read more","Reviewed in the United States December 16, 2024",AEEZDVZNFZBDETJT44NU4JZ7JK4Q,FALSE,0,{}
R1XNC8PMCN9GYL,B07594HZ6Y,Tribit,5.0 out of 5 stars Very easy setup.,June J.,5,"Just received this speaker this morning. I had a hard time getting the cover open for the charging port (due to soft fingernails) - which makes sense because it is supposed to be water resistant. I had to use a spoon handle to get the job done. People with normal fingernails shouldn't have a problem. Once charged, it was an extremely easy and fast Bluetooth connection. Turned it on, and bingo - it played me a few Andre Rieu songs. Very good sound quality for such a small speaker. If it causes me trouble in the future, I will update. But so far everything is great. Read more","Reviewed in the United States December 16, 2024",AF3ATQAPJHM7AULFESMN66W7PAFQ,FALSE,0,{}
R1X3YU6CKFISPM,B07594HZ6Y,Tribit,"4.0 out of 5 stars Great little speaker, no low volume",dayhiker,4,This speaker is great for playing music while working around the house an in the yard. It isn't very good for playing music quietly. At it's lowest setting I can hear it in the next room. Read more,"Reviewed in the United States December 15, 2024",AHUY6PAAFDJZO6I4FQGECDOWGZVQ,FALSE,0,{}
RPZCX1IW7IOB3,B07594HZ6Y,Tribit,5.0 out of 5 stars Great Sound,Richard Lakota,5,Great Sound Read more,"Reviewed in the United States December 14, 2024",AHAMRIMYHZAEPWUXS5HOC2WR5PTQ,FALSE,0,{}
R2OUONYLJ3JW3Z,B07594HZ6Y,Tribit,5.0 out of 5 stars Great for my shop.,Rock,5,Works really well for music in my shop. Read more,"Reviewed in the United States December 14, 2024",AE76T2ZNQLRBJPOEBSBZLE2CU6SQ,FALSE,0,{}
R1GVCZPFJBH8VL,B07594HZ6Y,Tribit,5.0 out of 5 stars Sound,Randi,5,"Initially thought about returning it once I located the charger under the packaging, put it and played it my decision was made. Very easy setup. Read more","Reviewed in the United States December 13, 2024",AFDEUEZS6UL2BXJXP3EOXIMWCBFQ,FALSE,1,{}
R2BUT6X22GBABZ,B07594HZ6Y,Tribit,5.0 out of 5 stars Great value for money,Joyce Fitzgerald,5,Can go loud for it's size. Good sound for the price. Read more,"Reviewed in the United States December 12, 2024",AFULKMXOP5B4XEPE7QI3HMBDUN7Q,FALSE,1,{}
R282LGB41RGZ60,B07594HZ6Y,Tribit,5.0 out of 5 stars my review of Tribit XSound Go Bluetooth Speaker,Gary W.,5,Great little speaker. I use for my mini pc & my iPad . The sound is great for me I can hear what is said perfectly. My iPad sound is real low so I use this speaker and now I can hear without those ear buds. I switch back & forth between my iPad & mini pc using Bluetooth. Read more,"Reviewed in the United States December 12, 2024",AGWKIVVRF4VKYWEQCM5IF4HRRI4Q,FALSE,1,{}
R33P5JIZ1XQDDG,B07594HZ6Y,Tribit,5.0 out of 5 stars Love the sound,Victor W.,5,I used it with my IPhone to play pandora and the sound is rich and full. Read more,"Reviewed in the United States December 12, 2024",AG577XFMWCCI2YJSPEHL6DAQPFUA,FALSE,1,{}
R2Q8TISP1PZ4Y4,B07594HZ6Y,Tribit,5.0 out of 5 stars Excellent sound for such a compact speaker.,Robert M. Adler,5,Used it to play music via Bluetooth from my smartphone at an outdoor gathering. Very convenient. Will try it next as a small PA speaker for a compatible microphone. Read more,"Reviewed in the United States December 9, 2024",AHGFX6JVY6TJ7IZ3WEF2UZPHOTCQ,FALSE,1,{}
R34VSLVOFOBXJ6,B07594HZ6Y,Tribit,5.0 out of 5 stars It works and can be carried around the house so I always know what is happening on the television.,Barbara,5,"It was extremely easy to use and to install on my television. I am an 82 year old women who is not tech savvy so if I can do it, anyone can. I also have hearing problems so this device is a blessing. I place it next to me and I can hear perfectly what is being said. I would recommend this product whole heartily. Read more","Reviewed in the United States December 6, 2024",AFFR2HIYCSJP7YQQA4IVFWCQMMKA,FALSE,0,{}
RNO6IK45WZ8TS,B07594HZ6Y,Tribit,1.0 out of 5 stars Do not buy Tribit,Do not buy Tribit brand. It will not work in a few years and you will either have to upgrade  or change products. Do not buy Tribit.,1,Read more,"Reviewed in the United States December 6, 2024",AF7L5FC7E3TK5GVLNCYJ3HLSYAYA,FALSE,0,{}
R2AG01G36PB3DD,B07594HZ6Y,Tribit,5.0 out of 5 stars Goodbass sounds,RMZ,5,Good bass sounds! Good volume Read more,"Reviewed in the United States December 4, 2024",AE4HKPR2HN4MVUFJ6DLXBGBKBMWQ,FALSE,0,{}
R1OXTQ9NIJU1H3,B07594HZ6Y,Tribit,5.0 out of 5 stars What a great impulse buy in 2018 this speaker was!,Erica,5,"I bought this speaker in 2018 and it’s still holding up like a champ. I’m using it at this exact moment to annoy my office with choice selections from my Spotify Wrapped list. The battery lasts for an eternity and the sound is very impressive for a small speaker. At high volumes, you might notice some issues but I’ve found that it works very well when you keep it at quieter levels. Read more","Reviewed in the United States December 4, 2024",AFFZ72RRA472TB4YUVFSDLFINKTA,FALSE,2,{}
RYEUZ6TRB3X99,B07594HZ6Y,Tribit,5.0 out of 5 stars Easy to pair,Larry,5,The speaker was easy to pair with my computer and iPhone. The sound is excellent. Read more,"Reviewed in the United States December 4, 2024",AFRII7JPVW37Z4Y33BDVXTAWVMWQ,FALSE,0,{}
R2UN2AWR6GA4Z0,B07594HZ6Y,Tribit,5.0 out of 5 stars Tribute is Tremendous,Earl Chiddix,5,"This is the second Tribit I have purchased. I used the first one in my elementary classroom to provide appropriate music to my students. After retiring, I put it in my pickup. So, I bought a second one and use it in my home! Love it! Read more","Reviewed in the United States December 4, 2024",AGEPKL4B3INOC2DR4MYFQNN2Q2NA,FALSE,1,{}
R3QTSNF35XJHX3,B07594HZ6Y,Tribit,5.0 out of 5 stars Awesome Quality,Beth,5,"Surprising how awesome this sounds for a small portable speaker. I have gotten this wet and dusty, and it still works fine. Read more","Reviewed in the United States December 4, 2024",AESJE5IQGPZGR4NRY7NT374UVQCQ,FALSE,1,{}
R270VUQNRYS9AM,B07594HZ6Y,Tribit,5.0 out of 5 stars Better than expected,Basu,5,Better than expected! Great value for the price! Read more,"Reviewed in the United States December 1, 2024",AFW64MQKQ4MFNH72DTQFUQJOKL5A,FALSE,0,{}
R1D4TYV548KD3K,B07594HZ6Y,Tribit,5.0 out of 5 stars Sound you want,Amazon Customer,5,Great sound in a small speaker Read more,"Reviewed in the United States November 30, 2024",AEQQDEP6JALCTKN7SJJVJWC7QTQA,FALSE,0,{}
R1NVM4N7CD0RP5,B07594HZ6Y,Tribit,5.0 out of 5 stars Spoil your ears!,Ziki,5,"This bluetooth speaker is fantastic. Great sound, great battery life. You will love it. Read more","Reviewed in the United States November 27, 2024",AFXWNOVLNYCLZBUGGVIGNRPE6S4A,FALSE,0,{}
RPHYTDYHEE9B7,B07594HZ6Y,Tribit,5.0 out of 5 stars Great,C S,5,Great Read more,"Reviewed in the United States November 25, 2024",AFDYRKESCFPODXLH6RCPUBDIBBSQ,FALSE,0,{}
R1J32CMKU9LMQV,B07594HZ6Y,Tribit,"4.0 out of 5 stars The sound quality, bass and life span of charge",Sandre,4,Excellent Read more,"Reviewed in the United States November 24, 2024",AGATTCH2CIYKL4HVB7RLZ6UB7PDQ,FALSE,0,{}
R2T0RFZ40NEMUE,B07594HZ6Y,Tribit,5.0 out of 5 stars Great Bass!,Gerald Williamson,5,Great sound all around~ Read more,"Reviewed in the United States November 22, 2024",AGT32JOAGKFJA6IFWQ45XPQNF4HA,FALSE,0,{}
R22J1L10CX9C06,B07594HZ6Y,Tribit,5.0 out of 5 stars Sound quality is good!,E Valenzuela,5,I like the sound quality. The small size is convenient for travel as well! Read more,"Reviewed in the United States November 20, 2024",AGOTL46TID3ZZO6FXAQYCSJ3TWJA,FALSE,0,{}
R2ZHDT6SKQ3GR5,B07594HZ6Y,Tribit,5.0 out of 5 stars great sound,Matthew,5,NICE !!! Read more,"Reviewed in the United States November 16, 2024",AEKBLTH76KCPWVWK7FPQYWPSPDUA,FALSE,0,{}
RQY2TBKCC477F,B07594HZ6Y,Tribit,5.0 out of 5 stars Great For The Price,Ace Knight,5,"I have an original Tribit Stormbox and have enjoyed the extra ""BASS"" on that model for years. Blows the old bluetooth speaker I have from a decade go out of the water (tinny and zero bass).I didn't expect this XSound Go to be as powerful as the Stormbox, but it was also less than half the price. IMO this is a great speaker and delivers sound comparable to the Stormbox, just won't get as loud. Very happy to add this one to my speaker collection. Read more","Reviewed in the United States November 16, 2024",AHR5NPVBTBTPLXC7CYNRP4HONYJQ,FALSE,0,{}
R3QM9AZV3BW3V3,B07594HZ6Y,Tribit,5.0 out of 5 stars it can fit in my bag when i am traveling.,HPR,5,connected to my cellphone to enhance the sound. Read more,"Reviewed in the United States November 16, 2024",AG4I3P6GWMTP3OROUA3G5T3G2LAQ,FALSE,0,{}
R3AM9MZBL6YVUW,B07594HZ6Y,Tribit,2.0 out of 5 stars Good while it lasted,L. Galen,2,"It was fine at first. Had no problems with the pairing, and the sound was not great, but good enough. I had it for a while but didn't use it much, then one day, it was just dead. Wouldn't start, wouldn't charge. Not buying it again as a replacement. Read more","Reviewed in the United States November 14, 2024",AEDNRFBQQ7LNLFZY3WLX7UIJIUGA,FALSE,1,{}
RP55RBZR3B07I,B07594HZ6Y,Tribit,5.0 out of 5 stars Great small bluetooth speaker,Pam in Colorado,5,This was recommended on The Wirecutter New York Times newsletter and so I ordered based on reviews there. And it is an excellent small BT speaker. So glad I got it - great sound for the price and easy to move around the house or where you might want to use a speaker. Read more,"Reviewed in the United States November 14, 2024",AHAGAED2CSBVHQ2JN2XENJFO5ROQ,FALSE,0,{}
R3L9162FSOVXXW,B07594HZ6Y,Tribit,2.0 out of 5 stars extremely poor range,jenp,2,"Wirecutter steered me wrong on this one. It is fine if I'm streaming from a device in the same room, but if it's another room 30 feet away or downstairs, it does not work. Read more","Reviewed in the United States November 14, 2024",AHCVSUYTYGKKYETQUZMUZBKF2VEQ,FALSE,1,{}
R3K6FD3AXRGDEZ,B07594HZ6Y,Tribit,5.0 out of 5 stars Nice sound,Joey22,5,We have bought several as gifts. They are easy to use. Read more,"Reviewed in the United States November 13, 2024",AHUU5UXHOSO7IA6MS56HDIK4YBLQ,FALSE,0,{}
RRHD8TYOIK1XC,B07594HZ6Y,Tribit,5.0 out of 5 stars Best Bluetooth speaker I have ever had,Joseph lambert,5,Best Bluetooth speaker I have ever had great sound and bass. Read more,"Reviewed in the United States November 12, 2024",AHXIGDDEEEO4LP2QQ3P2MLRT72YA,FALSE,0,{}
RDKSA3R4KQ6SQ,B07594HZ6Y,Tribit,5.0 out of 5 stars Best of 3 tested,John L,5,"I was looking for a small Bluetooth speaker for my garage when I work on my pro street cars and I wanted a small speaker that I could take to Cruz nights. Not a boom box for $300 dollars.I bought 3 different speakers after too much time researching around $70.00 that were supposed to have a “Great Bass” sound. Best of the 3. Return other 2 for free within 30 days.The first one arrived in a small hard case and inside was a speaker about the size of an egg. It’s good for a bathroom or office desk. It was about half the volume of the other two and average bass. 3rd place.The second one wasn’t a brick. Good sounding speaker overall. Lacks a little in bass, but a really good sounding speaker for the money.I went with this speaker because you can increase the bass after you get their free app. Best bass of the 3 tested. You can change the equalizer to several different sound options on the app and you can really hear the difference. It sounds great in the garage and I was surprised how far the sound travels outdoors at the Cruz nights. For its size and cost I think it really sounds good even at full volume. Doesn’t distort. Haven’t timed how long it lasts at full volume, but it’s got to be around 8 hours or more?I bought a total of three of them for my garage since you can pair them and they sound awesome even at 1/2 volume.I got them on sale for $29.99ea On Amazon. I’m very satisfied with them and I think you will be too. I hope you enjoy them as much as I do. Read more","Reviewed in the United States November 12, 2024",AEDLDX3P5CKKRQWMVXKPTM3YOGFQ,FALSE,5,{}
R3921R837JLXWJ,B07594HZ6Y,Tribit,5.0 out of 5 stars Great speaker at a great price!,Zack,5,"I was unsure how good this speaker would be for the price, but it far surpassed my expectations. If you’re looking for a good speaker without spending a ton, then this is for you. Read more","Reviewed in the United States November 10, 2024",AFQ7ZW6YNQUCLMT5NPG2OODM3ESQ,FALSE,0,{}
R2I119Z63DPCIC,B07594HZ6Y,Tribit,5.0 out of 5 stars great speaker,Ahimsa,5,I use it for everything. Great sound great value Read more,"Reviewed in the United States November 10, 2024",AF3D3QVDM4WN3OATQUXLEKAAZVWQ,FALSE,0,{}
R2OCU0RUJN055N,B07594HZ6Y,Tribit,5.0 out of 5 stars Superb Bluetooth Speaker,Michael Hewitt,5,"Compact, sturdy, super loud, great bass, waterproof, reliable, long battery life, easy to switch between devices - just press the bluetooth button to connect a different device. Perfect. Read more","Reviewed in the United States November 9, 2024",AF7IPIAQEVDD4BO6LPF7WBDMTHBQ,FALSE,4,{}
RUOSVA3BG61N7,B07594HZ6Y,Tribit,2.0 out of 5 stars It was great........at first,Donaldtk,2,"Sound and volume were really good and comparable to other brands the same size and watts. However, after having it for 1 year and 4 months, the battery fails to charge. My use was intermittent and I probably charged the speaker 10 times or less in that time frame. Hopefully its an anomaly because I liked this one so much I purchased a second Tribit speaker several months later to take advantage of its stereo function when using dual speakers. I'm back to one speaker now, hopefully this one doesn't fail to charge. Read more","Reviewed in the United States November 9, 2024",AHG2OWQTV2X4IYC5XPSSEXFACRWA,FALSE,1,{}
RUP3AKBLX6IS7,B07594HZ6Y,Tribit,5.0 out of 5 stars Good sound at an affordable price.,Anthony G. Malakas,5,"The product arrived within the time specified. The speaker delivers a good sound for a decent price. After having it for a month or so, I would recommend the product. Read more","Reviewed in the United States November 9, 2024",AGEOHFCSHHJV35D42M4DHMZ7KC6Q,FALSE,0,{}
R2S2RKNQ31ZIPQ,B07594HZ6Y,Tribit,5.0 out of 5 stars Nice product,George,5,"It came quicker then the date they gave. Works greats and easy to use, Read more","Reviewed in the United States November 5, 2024",AHAATAYRTRKBGY6SBY6FL5FXENBA,FALSE,0,{}
R18YISTVJAVCAY,B07594HZ6Y,Tribit,5.0 out of 5 stars Loud Little Speaker,Scott,5,"Lotta Noise from such a Little Package! Although I am used to my devices telling me thru voice prompts when ready to pair, paired, etc. This one does not do that, but I can live with it! Read more","Reviewed in the United States November 5, 2024",AFAZ5O3KR6M6U4VSNWDVY6VCI6ZA,FALSE,0,{}
R21SHN9N102TKD,B07594HZ6Y,Tribit,5.0 out of 5 stars Buen sonido,Julio César delgado,5,Grabes muy fuertes me encanta Read more,"Reviewed in the United States November 4, 2024",AGQYYQREIVCB2SV44RPITFIWZNOA,FALSE,0,{}
RJLE93CWKYZRJ,B07594HZ6Y,Tribit,4.0 out of 5 stars A little too bassy but otherwise good,Avital Kelman,4,Great for music but not the best for audiobooks because they create smooth sound but miss a bit of useful clarity for voice work. Read more,"Reviewed in the United States November 4, 2024",AEVEDDJJTMWG5HFEOWUHMTU5KYQQ,FALSE,0,{}
R16U58A74SZE0C,B07594HZ6Y,Tribit,5.0 out of 5 stars Works well,Jeffery Addison,5,Bought as a gift. Roommate was very pleased. It has a good volume and sound. Read more,"Reviewed in the United States November 4, 2024",AH4DWQ3VQZYXS5WOTGZBIZ6VAJBQ,FALSE,0,{}
R2O6UHRR196YY3,B07594HZ6Y,Tribit,5.0 out of 5 stars Great sound for the money,conrad,5,"With a good bluetooth player, this speaker has impressive sound for the money. I use it all the time while cycling on the bike path. The sound is directional, so it doesn't bother other people that much. Read more","Reviewed in the United States November 2, 2024",AHT3FYIH5HDFNJ3P4KRNZ4NZDY6A,FALSE,0,{}
R33J0JDJ5GLH64,B07594HZ6Y,Tribit,5.0 out of 5 stars Remote speaker,R. Elliott,5,Works great Read more,"Reviewed in the United States November 1, 2024",AFP2SRZFGIX33IC44ISFZ5SUKLZA,FALSE,0,{}
R3O5R3WJWEJ71E,B078TH3PHL,Tribit,5.0 out of 5 stars best thing I bought in a while,robin steenhoven,5,it was so easy to pair was charged best item I've gotten in a while and it awesome sound Read more,"Reviewed in the United States January 8, 2025",AE73NHNODIDVFRK3MZVF5NMBNKAQ,FALSE,0,{}
R23UDETRV4Y8AM,B078TH3PHL,Tribit,4.0 out of 5 stars All around OK,Tom,4,"This is a replacement for one that lasted 3 years and then stopped working. For the price, very acceptable sound for streaming. Read more","Reviewed in the United States January 8, 2025",AGZTFELQ6KBR7FGWSKYIUF5KDASA,FALSE,0,{}
R1B981N05RFRIF,B078TH3PHL,Tribit,1.0 out of 5 stars Quit working after 2 months,Tammy M,1,"I have purchased this speaker in the past and at first found this latest one to be superior. However, yesterday it quit working just over 2 months of use. Previous had lasted years. Guess I have to find a reliable speaker. Too bad. Read more","Reviewed in the United States January 8, 2025",AHRYR5YVG7IMZLRJZVLHPQN3FBJQ,FALSE,0,{}
R3KMK2SWJ5IXT4,B078TH3PHL,Tribit,"4.0 out of 5 stars Good hardware, works well.",Bob W,4,"Good quality, could be a little louder as another model I had. Read more","Reviewed in the United States January 8, 2025",AEPSPRWJNKMNYRQW4HLBXMVY5I3Q,FALSE,0,{}
R13USIJLESBX6V,B078TH3PHL,Tribit,5.0 out of 5 stars Great quality,E. R.,5,This works great Read more,"Reviewed in the United States January 7, 2025",AHF2YC2RA46UU3ESW2UF2XC6R3JA,FALSE,0,{}
R3GRMLRQ92NP05,B078TH3PHL,Tribit,5.0 out of 5 stars This speaker works great!,Amazon Customer,5,It works great Read more,"Reviewed in the United States January 7, 2025",AFHGXVXYKQZIFUDZHOYJGNS3ZDJA,FALSE,0,{}
RB6W5G0QBXH93,B078TH3PHL,Tribit,5.0 out of 5 stars Boyfriend loved it,Prinmi237,5,I was planning to buy a JBL flip 6 for my man but my order got cancelled two times with no explanations on the company website and since I was in a rush I went with this instead. But it’s sooo freaking loud and nice I think you can also download the app and change the settings to your discretion. Also bear in mind that it may be a little bit smaller in a man hand. Will maybe try to add some pictures later. Read more,"Reviewed in the United States January 6, 2025",AG6TUFEJ4UCLCXCEEAWZXY6YYXBQ,FALSE,0,{}
R3221UOSOJJ69Z,B078TH3PHL,Tribit,2.0 out of 5 stars Weak on the bass,Randall Reade,2,Fine for nothing important you want to hear. The bass is rather weak. Read more,"Reviewed in the United States January 5, 2025",AGPIMOFZUAX2HUUBPOKNT2MBCCLQ,FALSE,0,{}
R13SZGUV4H702R,B078TH3PHL,Tribit,4.0 out of 5 stars Nice little speaker but not much sound for 16W,Dabu,4,I thought I was upgrading from a 12W to 16W speaker for my workshop but it actually makes less sound and doesn't fill the room with sound like the Anker Soundcore 12W (which no longer charges). I like the USB-C charging and the small size so we'll keep it in the van and use it when traveling. Read more,"Reviewed in the United States January 4, 2025",AFQKZXKILYCWEQWDVSQ7OYRVVVUA,FALSE,0,{}
